i,n,b_low,b_high,r,approx,n_calls,time_ms
5,375,69,276,375,172.4385084538115,2350,82
6,375,69,276,375,155.69447735201624,2132,76
7,375,69,276,375,192.4605724100001,2254,79
8,375,69,276,375,172.54186597936197,1959,68
9,375,69,276,375,117.33999638224658,2153,75
10,375,69,276,375,148.72891625287107,2177,76
11,375,69,276,375,215.18414891211555,2039,72
12,375,69,276,375,131.66478416360698,1984,70
13,375,69,276,375,183.08750497003717,2041,73
14,375,69,276,375,168.67082496164323,1945,69
15,375,69,276,375,227.8743226663969,2234,79
16,375,69,276,375,168.71326259095127,2088,72
17,375,69,276,375,137.22609797158114,2800,98
18,375,69,276,375,150.7310559276852,2037,72
19,375,69,276,375,85.39978784885926,1989,69
20,375,69,276,375,190.52910792984878,2199,77
21,375,69,276,375,161.5432854428803,2451,85
22,375,69,276,375,113.1466497503915,2017,69
23,375,69,276,375,182.20962894120407,2256,79
24,375,69,276,375,131.86467713485087,1942,67
25,375,69,276,375,145.24850735001976,2397,83
26,375,69,276,375,209.495073314269,2031,71
27,375,69,276,375,220.8876594107499,1931,67
28,375,69,276,375,165.02768722012786,2615,92
29,375,69,276,375,168.41388266651458,2116,75
30,375,69,276,375,178.66679668358455,2482,89
31,375,69,276,375,156.20143840755367,2132,76
32,375,69,276,375,133.2126765924103,1820,64
33,375,69,276,375,182.08523559249537,2614,93
34,375,69,276,375,167.3916551263332,2447,87
35,375,69,276,375,161.42439834445423,2156,76
36,375,69,276,375,152.10378863907835,2321,81
37,375,69,276,375,89.24682899342716,2247,79
38,375,69,276,375,176.11548675040856,2515,88
39,375,69,276,375,200.53603353274616,2226,79
40,375,69,276,375,165.89805108269653,2395,84
41,375,69,276,375,110.88676891190165,2137,75
42,375,69,276,375,103.14880302553597,1841,64
43,375,69,276,375,119.05857810801449,2155,76
44,375,69,276,375,166.0180310711611,2022,71
45,375,69,276,375,151.25691779545298,2292,81
46,375,69,276,375,191.73480805648143,2174,77
47,375,69,276,375,162.00968705148648,1916,68
48,375,69,276,375,136.06324573984296,2043,72
49,375,69,276,375,211.96088267746856,2382,84
50,375,69,276,375,174.6569440927366,2111,74
51,375,69,276,375,150.58559252540886,1975,69
52,375,69,276,375,227.8743226663969,2625,90
53,375,69,276,375,159.15131842096204,2290,80
54,375,69,276,375,149.11958510846878,2103,72
55,375,69,276,375,169.4871229829675,2222,77
56,375,69,276,375,203.83694267191368,2591,89
57,375,69,276,375,184.02002960548867,2416,86
58,375,69,276,375,198.66577399241376,3200,109
59,375,69,276,375,126.76558893854278,2210,77
60,375,69,276,375,140.7144897561267,2006,71
61,375,69,276,375,131.63947926675547,2319,81
62,375,69,276,375,197.4007460991542,1895,67
63,375,69,276,375,152.6122637085154,1854,66
64,375,69,276,375,154.4058475266968,2035,71
65,375,69,276,375,129.84779391008843,1952,68
66,375,69,276,375,125.7678243667828,2112,75
67,375,69,276,375,98.8730987142178,1957,69
68,375,69,276,375,189.34288322615834,2034,72
69,375,69,276,375,123.29837608107991,2033,73
70,375,69,276,375,149.62698511435767,2375,84
71,375,69,276,375,122.31923661878244,1847,66
72,375,69,276,375,155.06695516090218,2326,83
73,375,69,276,375,171.97671719636406,2214,79
74,375,69,276,375,214.71573174535646,2066,73
75,375,69,276,375,108.67319445714108,2189,78
76,375,69,276,375,193.31673987345212,2320,82
77,375,69,276,375,206.9793562290546,2280,82
78,375,69,276,375,158.92899028070224,1865,67
79,375,69,276,375,131.78516021317867,2332,82
80,375,69,276,375,180.29151226566464,1996,71
81,375,69,276,375,155.7796136492197,1933,70
82,375,69,276,375,178.56989998194433,2225,79
83,375,69,276,375,172.08574996790537,2122,76
84,375,69,276,375,169.79155929568876,1967,69
85,375,69,276,375,187.1464367637182,1962,70
86,375,69,276,375,141.44240115760414,2173,77
87,375,69,276,375,169.70453446094507,2516,90
88,375,69,276,375,113.80928453308158,2619,92
89,375,69,276,375,216.84281710560944,1791,64
90,375,69,276,375,157.34960506948804,2313,83
91,375,69,276,375,178.73941407291818,2072,73
92,375,69,276,375,164.60319521876784,2604,92
93,375,69,276,375,127.64253819364994,2226,79
94,375,69,276,375,191.88846300902276,2691,95
95,375,69,276,375,165.56605645856416,2491,87
96,375,69,276,375,228.20699229054634,2371,83
97,375,69,276,375,212.31158541138873,1910,68
98,375,69,276,375,117.67627009798575,2393,84
99,375,69,276,375,166.12184157120532,2214,79
100,375,69,276,375,145.6294629442934,2441,87
1,375,28,112,562,256.50898101137574,1853,67
2,375,28,112,562,206.48269739439777,1877,67
3,375,28,112,562,227.0978876244801,1963,70
4,375,28,112,562,232.86188561695405,2010,71
5,375,28,112,562,249.62446064104788,1970,69
6,375,28,112,562,235.3294163414934,1775,62
7,375,28,112,562,266.9510838857467,1981,71
8,375,28,112,562,203.69275453640267,2103,75
9,375,28,112,562,162.0962744765244,1696,61
10,375,28,112,562,202.9943492976234,1840,66
11,375,28,112,562,165.0072159749924,2036,72
12,375,28,112,562,238.72543902791824,2094,75
13,375,28,112,562,246.52917659186542,2130,77
14,375,28,112,562,201.43176124205723,1997,72
15,375,28,112,562,248.69667691999302,1968,70
16,375,28,112,562,245.66912963849865,1813,65
17,375,28,112,562,239.03618374288382,2149,77
18,375,28,112,562,274.13550401316115,2130,77
19,375,28,112,562,202.05950639068107,1790,65
20,375,28,112,562,209.92476897607483,1709,61
21,375,28,112,562,161.2769539064773,1599,57
22,375,28,112,562,193.5284266857146,1959,70
23,375,28,112,562,219.49977777744868,2020,72
24,375,28,112,562,178.58002822669033,1953,70
25,375,28,112,562,198.5245478607602,1949,69
26,375,28,112,562,221.36685329111288,1794,64
27,375,28,112,562,206.7470491153393,1917,69
28,375,28,112,562,198.0047893142958,1946,69
29,375,28,112,562,190.5520591599832,2007,72
30,375,28,112,562,247.9900826741382,2095,75
31,375,28,112,562,215.02375447085484,1996,72
32,375,28,112,562,250.5216861799376,2030,73
33,375,28,112,562,189.5829171223114,1769,64
34,375,28,112,562,183.32592948470045,1571,56
35,375,28,112,562,181.96026906412143,1973,71
36,375,28,112,562,184.01910317852244,1817,65
37,375,28,112,562,309.9652597886974,2080,75
38,375,28,112,562,275.20247349713054,1906,66
39,375,28,112,562,219.35929681666371,1798,64
40,375,28,112,562,230.48861947906852,1990,70
41,375,28,112,562,194.55428952304175,2134,76
42,375,28,112,562,200.31432966468628,1641,58
43,375,28,112,562,232.38315045747154,1626,58
44,375,28,112,562,182.1035234814751,1893,68
45,375,28,112,562,167.88520318037172,1830,66
46,375,28,112,562,235.43341466968468,2229,78
47,375,28,112,562,260.5824367835705,1798,64
48,375,28,112,562,206.4516310474425,2153,76
49,375,28,112,562,162.30766117527503,2074,74
50,375,28,112,562,210.51750602430835,2173,78
51,375,28,112,562,204.47172875102927,1888,67
52,375,28,112,562,176.06318075441968,1832,64
53,375,28,112,562,200.2718727479105,1800,64
54,375,28,112,562,168.02610027688968,2088,73
55,375,28,112,562,258.6613718512597,1892,67
56,375,28,112,562,180.7769612180528,1740,62
57,375,28,112,562,163.74824904788844,1968,71
58,375,28,112,562,158.9687355374948,1796,63
59,375,28,112,562,208.94897599400682,1980,70
60,375,28,112,562,259.0342581524985,1851,67
61,375,28,112,562,272.1898489600012,1922,68
62,375,28,112,562,240.7401508108028,2126,74
63,375,28,112,562,226.55641586872662,1925,69
64,375,28,112,562,200.89146478445608,2096,74
65,375,28,112,562,242.29413567305477,2068,73
66,375,28,112,562,204.40035471561282,1885,67
67,375,28,112,562,187.0386347536347,1987,70
68,375,28,112,562,204.05782334047507,1950,69
69,375,28,112,562,200.24078869330668,1942,70
70,375,28,112,562,213.81111714116105,1824,66
71,375,28,112,562,218.93342999552644,1930,70
72,375,28,112,562,222.70557473001523,1849,65
73,375,28,112,562,231.94668652696646,2140,77
74,375,28,112,562,224.04605147226962,2107,75
75,375,28,112,562,210.0325514746108,1781,63
76,375,28,112,562,195.2108458496916,1925,68
77,375,28,112,562,211.0890364275438,2162,80
78,375,28,112,562,214.43722931905563,1775,64
79,375,28,112,562,214.69733885363854,1995,73
80,375,28,112,562,201.36009331710818,1934,70
81,375,28,112,562,258.1254467819493,1963,76
82,375,28,112,562,260.91529573261164,1728,67
83,375,28,112,562,227.35579386339595,1801,66
84,375,28,112,562,174.76799370971958,1737,62
85,375,28,112,562,220.30845731350882,2067,74
86,375,28,112,562,239.13816347903838,1838,65
87,375,28,112,562,180.2887840643554,1896,68
88,375,28,112,562,171.49128525324267,2003,71
89,375,28,112,562,239.1577188575054,1913,69
90,375,28,112,562,220.3852827844761,1921,69
91,375,28,112,562,248.11257343189055,1951,71
92,375,28,112,562,205.8390060005792,2079,75
93,375,28,112,562,233.86604708222794,1884,68
94,375,28,112,562,201.14221570912002,1927,70
95,375,28,112,562,253.298141653514,2031,73
96,375,28,112,562,190.8761067389508,1668,59
97,375,28,112,562,191.11526671798214,1961,71
98,375,28,112,562,190.55401082666557,1799,64
99,375,28,112,562,222.06542008382678,1868,67
100,375,28,112,562,194.05034420641783,1801,64
1,375,104,417,562,254.0159145473049,1957,68
2,375,104,417,562,313.56789820546504,2293,82
3,375,104,417,562,196.29772948441467,1979,70
4,375,104,417,562,200.54994202865643,1667,60
5,375,104,417,562,192.92815849998027,2421,84
6,375,104,417,562,166.30668716042214,1597,56
7,375,104,417,562,261.54714745345126,1995,70
8,375,104,417,562,251.05939766477817,2340,82
9,375,104,417,562,172.85346046927995,2137,75
10,375,104,417,562,247.26850546484044,2553,92
11,375,104,417,562,203.89116655200493,2210,77
12,375,104,417,562,166.28082794728496,1912,67
13,375,104,417,562,226.0011803132206,1709,60
14,375,104,417,562,327.0634093773583,2438,87
15,375,104,417,562,174.54714078630963,2013,71
16,375,104,417,562,197.63695269228697,2103,76
17,375,104,417,562,189.00175734986402,1653,59
18,375,104,417,562,159.8659857802541,2146,78
19,375,104,417,562,198.22886765199044,2456,87
20,375,104,417,562,162.87450960275274,1698,60
21,375,104,417,562,156.16202558768964,1860,65
22,375,104,417,562,305.4344351787193,1970,69
23,375,104,417,562,176.11756542201397,1729,60
24,375,104,417,562,181.94330217541366,2046,71
25,375,104,417,562,158.42312833614835,1929,69
26,375,104,417,562,258.85005368908895,2169,76
27,375,104,417,562,276.3675160603949,1804,63
28,375,104,417,562,280.2053191964076,1723,60
29,375,104,417,562,260.15660480562065,2171,76
30,375,104,417,562,232.5494523683169,2487,87
31,375,104,417,562,143.37853426402594,2185,75
32,375,104,417,562,227.31097025695186,2204,74
33,375,104,417,562,183.7322306157103,1817,61
34,375,104,417,562,268.0924441804324,2328,81
35,375,104,417,562,264.10154255413227,1998,70
36,375,104,417,562,334.48617585867225,2194,76
37,375,104,417,562,191.96008978173796,1867,66
38,375,104,417,562,194.70591225496145,2019,73
39,375,104,417,562,254.57880727255093,1805,63
40,375,104,417,562,245.9295192898804,1946,67
41,375,104,417,562,278.69378308848616,1661,58
42,375,104,417,562,188.11227642809678,1904,67
43,375,104,417,562,194.3663764620382,1989,71
44,375,104,417,562,224.591865071792,2408,86
45,375,104,417,562,262.54476939340964,1795,63
46,375,104,417,562,210.00038811554154,2225,79
47,375,104,417,562,135.2077429142582,2204,77
48,375,104,417,562,155.70192643915195,1891,66
49,375,104,417,562,271.6243574549721,2258,79
50,375,104,417,562,226.50806132436642,1715,60
51,375,104,417,562,248.9807128212894,1978,70
52,375,104,417,562,173.82372302093256,1997,71
53,375,104,417,562,197.8165886825421,1908,68
54,375,104,417,562,178.25190247698112,2518,91
55,375,104,417,562,149.75952579661964,1697,61
56,375,104,417,562,307.1566336898921,1851,67
57,375,104,417,562,313.34693598015053,2371,87
58,375,104,417,562,168.84210537353118,1960,69
59,375,104,417,562,155.92201778944036,1444,52
60,375,104,417,562,344.5320545529304,2267,80
61,375,104,417,562,271.9601713397613,2242,88
62,375,104,417,562,195.6963673803585,1875,65
63,375,104,417,562,189.71730353031654,1550,55
64,375,104,417,562,208.69238771383212,2540,88
65,375,104,417,562,153.82054865157534,1612,57
66,375,104,417,562,261.51744755753293,1828,65
67,375,104,417,562,181.5490469554586,2076,73
68,375,104,417,562,199.46882831843058,1928,68
69,375,104,417,562,256.7466034022908,1929,67
70,375,104,417,562,214.3069940056627,1809,64
71,375,104,417,562,159.87552340669146,1789,62
72,375,104,417,562,220.53085738143503,2002,70
73,375,104,417,562,249.70474719249216,2443,86
74,375,104,417,562,184.5550416622537,1621,57
75,375,104,417,562,231.02975435641855,2177,76
76,375,104,417,562,187.01937631031268,1862,67
77,375,104,417,562,248.46757516334173,2033,72
78,375,104,417,562,204.31946500072516,1977,71
79,375,104,417,562,219.74615509341334,1807,63
80,375,104,417,562,267.7963267570758,2331,82
81,375,104,417,562,172.05900150825562,1724,61
82,375,104,417,562,239.66359380844767,2257,79
83,375,104,417,562,262.8243476811082,1917,67
84,375,104,417,562,305.9269367713819,2028,70
85,375,104,417,562,229.09294731009396,2123,75
86,375,104,417,562,308.2556263554585,1877,64
87,375,104,417,562,285.6825658072738,2329,81
88,375,104,417,562,212.0333955308426,2190,77
89,375,104,417,562,182.00718420416996,1467,50
90,375,104,417,562,136.66618335303554,1734,60
91,375,104,417,562,158.13844638646987,1737,60
92,375,104,417,562,254.21973371191328,2168,77
93,375,104,417,562,164.0286266118047,1834,65
94,375,104,417,562,249.82851070764912,1928,68
95,375,104,417,562,441.9407366834478,2094,75
96,375,104,417,562,246.92020231999544,2010,73
97,375,104,417,562,219.6328046236767,2252,82
98,375,104,417,562,222.86644973366543,1799,68
99,375,104,417,562,264.43353445687,1907,72
100,375,104,417,562,211.8426380871074,2153,75
