i,n,b_low,b_high,r,approx,n_calls,time_ms
60,10,2,20,40,1931.4656079311353,44,256
61,10,2,20,40,1724.7722524913493,43,252
62,10,2,20,40,2628.7181001203894,43,253
63,10,2,20,40,3421.1179217257722,47,276
64,10,2,20,40,2848.7839397845014,44,255
65,10,2,20,40,2983.9257624912902,44,257
66,10,2,20,40,2573.0835623416233,44,256
67,10,2,20,40,2516.03331077035,45,260
68,10,2,20,40,2937.857095048424,44,258
69,10,2,20,40,1986.148308893585,44,251
70,10,2,20,40,3030.4206936548826,46,269
71,10,2,20,40,2512.7917147482303,44,257
72,10,2,20,40,2174.334489224925,45,260
73,10,2,20,40,2744.5985277408745,44,256
74,10,2,20,40,1894.8620681818682,43,248
75,10,2,20,40,2321.7459755684777,44,258
76,10,2,20,40,2467.430415178857,45,266
77,10,2,20,40,3109.0310411867927,45,263
78,10,2,20,40,3564.7181253800177,47,276
79,10,2,20,40,2612.901492734212,46,264
80,10,2,20,40,2869.9325098108397,46,267
81,10,2,20,40,2427.2233777310057,44,254
82,10,2,20,40,2788.494277951985,45,262
83,10,2,20,40,2444.740415970922,45,260
84,10,2,20,40,2946.7745562735104,46,268
85,10,2,20,40,2736.282277163535,45,262
86,10,2,20,40,2449.2278504089304,45,259
87,10,2,20,40,2465.7553218370867,45,262
88,10,2,20,40,2673.53123188028,45,261
89,10,2,20,40,2362.554750314398,44,253
90,10,2,20,40,3277.267144127903,45,264
91,10,2,20,40,2413.371493427847,44,255
92,10,2,20,40,3139.14806572652,46,266
93,10,2,20,40,2280.8464778983193,45,263
94,10,2,20,40,2680.638417631194,45,261
95,10,2,20,40,3535.4473994054924,46,266
96,10,2,20,40,2872.517472365295,45,259
97,10,2,20,40,3257.677062834313,45,260
98,10,2,20,40,2298.327020856716,44,252
99,10,2,20,40,2009.5819819255253,43,246
100,10,2,20,40,3099.2312181451116,46,267
1,20,1,20,40,2711.190679126337,84,606
2,20,1,20,40,2324.708675671572,70,510
3,20,1,20,40,1907.679865661433,77,557
4,20,1,20,40,2495.9525347545195,78,570
5,20,1,20,40,2370.8942288163303,69,499
6,20,1,20,40,1832.4749456137267,73,531
7,20,1,20,40,2649.8532021439246,63,458
8,20,1,20,40,1793.1577976000942,89,645
9,20,1,20,40,2065.5674211195037,88,634
10,20,1,20,40,2544.962249601718,88,636
11,20,1,20,40,2010.0858865036446,86,623
12,20,1,20,40,2331.8897907450773,78,560
13,20,1,20,40,1792.6817239960544,108,776
14,20,1,20,40,2454.781423391447,75,537
15,20,1,20,40,1760.5792492882115,61,435
16,20,1,20,40,2527.653739289086,73,529
17,20,1,20,40,2194.0497106254306,75,537
18,20,1,20,40,2565.4936707920947,92,683
19,20,1,20,40,2614.036142591825,89,659
20,20,1,20,40,2223.921916918785,101,741
21,20,1,20,40,2688.593598524863,91,665
22,20,1,20,40,2051.693185363713,85,617
23,20,1,20,40,1644.212329342758,85,614
24,20,1,20,40,2074.2175300595604,74,538
25,20,1,20,40,1933.5322467579756,83,606
26,20,1,20,40,2924.76240124016,103,755
27,20,1,20,40,2240.4904456836703,95,688
28,20,1,20,40,2691.7285458651522,84,607
29,20,1,20,40,2643.649344081169,82,592
30,20,1,20,40,2774.874375991271,113,823
31,20,1,20,40,3102.490785866322,91,661
32,20,1,20,40,2372.664120504578,91,656
33,20,1,20,40,1615.9152922840606,71,519
34,20,1,20,40,1953.6915219109396,70,512
35,20,1,20,40,2123.4264654605145,66,481
36,20,1,20,40,1879.3087543409933,91,661
37,20,1,20,40,2378.6808484565886,106,762
38,20,1,20,40,2532.9936680727315,84,615
39,20,1,20,40,2249.696682105843,71,512
40,20,1,20,40,2329.9408777371436,95,689
41,20,1,20,40,2099.227228983704,94,682
42,20,1,20,40,1555.7340698707749,70,509
43,20,1,20,40,2800.0334454430736,74,536
44,20,1,20,40,2386.6661845486974,104,757
45,20,1,20,40,1615.2988010208758,85,614
46,20,1,20,40,2167.1920541004642,115,832
47,20,1,20,40,2181.3051855914146,87,627
48,20,1,20,40,2306.1432708758816,78,566
49,20,1,20,40,2650.715698302266,71,518
50,20,1,20,40,2783.3899591641557,91,661
51,20,1,20,40,1550.0596370099627,68,488
52,20,1,20,40,1661.3274658846829,70,502
53,20,1,20,40,1849.0478889859605,78,569
54,20,1,20,40,3290.1221306099574,82,597
55,20,1,20,40,1615.6546258044445,67,483
56,20,1,20,40,2625.5203702574204,89,642
57,20,1,20,40,2797.156351014736,108,793
58,20,1,20,40,2085.004113434376,99,717
59,20,1,20,40,2703.7733153598115,100,731
60,20,1,20,40,2372.664120504578,80,583
61,20,1,20,40,2118.5655802445995,72,521
62,20,1,20,40,1979.0819454195864,90,654
63,20,1,20,40,3018.125069103429,77,556
64,20,1,20,40,2625.62653737089,76,554
65,20,1,20,40,3172.931159909959,85,615
66,20,1,20,40,1506.3956229075113,66,478
67,20,1,20,40,2869.6473112382387,73,537
68,20,1,20,40,2359.699815069667,78,580
69,20,1,20,40,2476.7238097341083,83,617
70,20,1,20,40,2985.439388201462,87,637
71,20,1,20,40,2767.5529919381665,71,518
72,20,1,20,40,3224.488909210344,92,674
73,20,1,20,40,2329.9650055590446,75,549
74,20,1,20,40,2580.186084149197,58,424
75,20,1,20,40,2329.073969021423,97,713
76,20,1,20,40,2064.891689980871,122,899
77,20,1,20,40,2107.0323645247026,94,689
78,20,1,20,40,2707.959787401258,70,510
79,20,1,20,40,2646.1505488066637,130,945
80,20,1,20,40,2264.13479883136,77,553
81,20,1,20,40,2245.5166812128,124,902
82,20,1,20,40,1715.042696509902,68,492
83,20,1,20,40,2714.928099664909,67,485
84,20,1,20,40,1580.234232466314,78,571
85,20,1,20,40,1673.9394333669084,93,672
86,20,1,20,40,2351.1236373249717,116,826
87,20,1,20,40,1506.3956229075113,81,590
88,20,1,20,40,2577.6285904142583,104,756
89,20,1,20,40,1355.826904133438,74,543
90,20,1,20,40,2466.6537986790977,69,499
91,20,1,20,40,1879.7608995377864,67,478
92,20,1,20,40,1916.6118908741373,104,751
93,20,1,20,40,1871.3564968969388,88,634
94,20,1,20,40,1780.5988013442873,104,747
95,20,1,20,40,1684.3910328776394,70,507
96,20,1,20,40,1506.3956229075113,65,471
97,20,1,20,40,1585.806097130612,64,459
98,20,1,20,40,2317.3213897194364,81,585
99,20,1,20,40,2408.5456504593963,82,598
100,20,1,20,40,2463.9867654885547,62,451
1,20,2,18,80,2704.20667676209,89,651
2,20,2,18,80,3136.342311111811,88,642
3,20,2,18,80,3069.981280101516,90,658
4,20,2,18,80,3294.7307431828467,90,661
5,20,2,18,80,2862.3533307707285,88,647
6,20,2,18,80,2689.3236746732928,88,647
7,20,2,18,80,2815.970413453342,87,636
8,20,2,18,80,2076.4411223183556,86,628
9,20,2,18,80,2921.531858931601,87,635
10,20,2,18,80,2739.7270018361264,88,644
11,20,2,18,80,2491.644919625737,88,640
12,20,2,18,80,3398.2716388164613,89,653
13,20,2,18,80,3116.891105451572,89,650
14,20,2,18,80,2351.3135825113427,88,643
15,20,2,18,80,3449.72774359037,89,655
16,20,2,18,80,2503.940813893366,90,658
17,20,2,18,80,2540.2610033762717,90,654
18,20,2,18,80,2793.0569111803916,88,641
19,20,2,18,80,3109.5932433772905,88,639
20,20,2,18,80,2676.5489734244793,87,633
21,20,2,18,80,2672.7400095128924,89,655
22,20,2,18,80,2607.9916902351624,88,656
23,20,2,18,80,3058.294726053884,87,646
24,20,2,18,80,2287.983077044378,87,638
25,20,2,18,80,2845.049965200513,89,652
26,20,2,18,80,2146.741108070378,89,647
27,20,2,18,80,2461.4001388553647,88,645
28,20,2,18,80,2184.2909037142476,86,624
29,20,2,18,80,2152.682271822542,88,650
30,20,2,18,80,2887.3081054072823,87,632
31,20,2,18,80,3373.963682740362,89,659
32,20,2,18,80,2566.267184036037,88,645
33,20,2,18,80,3168.3239173668903,89,651
34,20,2,18,80,3442.6072576298957,89,651
35,20,2,18,80,2384.0461272801886,86,628
36,20,2,18,80,2748.2538172194304,87,631
37,20,2,18,80,2754.660507167138,87,635
38,20,2,18,80,2970.1336036317552,86,633
39,20,2,18,80,2491.943581551444,87,632
40,20,2,18,80,2373.7154543901634,87,635
41,20,2,18,80,2695.474393452705,88,640
42,20,2,18,80,2709.7533703960225,87,638
43,20,2,18,80,2533.0952489728,88,642
44,20,2,18,80,3413.8928154239097,87,641
45,20,2,18,80,2853.4084680780074,86,630
46,20,2,18,80,1974.1850417504447,87,641
47,20,2,18,80,2496.1096451420667,89,657
48,20,2,18,80,2616.5522246984074,89,661
49,20,2,18,80,3387.974876469232,88,649
50,20,2,18,80,2381.600893719673,88,649
51,20,2,18,80,1934.707038078788,86,635
52,20,2,18,80,2402.80133055827,88,645
53,20,2,18,80,2461.2111077081827,87,632
54,20,2,18,80,2699.1407424214585,87,633
55,20,2,18,80,2270.601179407605,87,632
56,20,2,18,80,2809.7695125130736,87,636
57,20,2,18,80,2956.6767208863926,88,643
58,20,2,18,80,2395.906153128033,88,643
59,20,2,18,80,2875.542145343334,87,638
60,20,2,18,80,2803.9895491080088,89,646
61,20,2,18,80,2291.8860964567025,88,644
62,20,2,18,80,3499.965867763691,89,653
63,20,2,18,80,2220.2633426371553,86,623
64,20,2,18,80,2788.9070828032345,88,643
65,20,2,18,80,3073.776770657485,88,651
66,20,2,18,80,2878.6997932159384,87,642
67,20,2,18,80,2659.455339770416,90,658
68,20,2,18,80,2535.367175140686,88,632
69,20,2,18,80,3690.1552178810107,90,656
70,20,2,18,80,2863.990968142939,88,643
71,20,2,18,80,3176.880080573313,88,645
72,20,2,18,80,2640.7597917395483,90,656
73,20,2,18,80,3054.3868118877353,89,651
74,20,2,18,80,3367.8907567196625,88,646
75,20,2,18,80,2946.01544821402,88,640
76,20,2,18,80,3490.4950446294097,89,655
77,20,2,18,80,2397.2823009598205,88,642
78,20,2,18,80,2425.036080169744,88,647
79,20,2,18,80,3026.369811817208,89,649
80,20,2,18,80,2556.115636786722,88,634
81,20,2,18,80,2204.2442614167367,86,627
82,20,2,18,80,2480.3643862234326,88,641
83,20,2,18,80,2882.860545210142,86,631
84,20,2,18,80,2501.427063896379,87,635
85,20,2,18,80,3057.268781258152,88,644
86,20,2,18,80,3362.106242430732,88,645
87,20,2,18,80,3101.689975619677,87,642
88,20,2,18,80,3260.2371240797643,89,650
89,20,2,18,80,3366.364039528931,88,640
90,20,2,18,80,2746.2500878204387,87,632
91,20,2,18,80,2902.54084656381,89,650
92,20,2,18,80,2818.5243041009517,88,643
93,20,2,18,80,2921.842931701425,86,633
94,20,2,18,80,2972.579214777923,87,641
95,20,2,18,80,2951.0973520586836,88,645
96,20,2,18,80,2316.4401286947736,87,631
97,20,2,18,80,2817.324216522984,86,631
98,20,2,18,80,3158.384823198099,87,632
99,20,2,18,80,2902.721903174159,90,657
100,20,2,18,80,3180.3359299217777,87,641
