i,n,b_low,b_high,b_sum,r,approx,n_calls,time_ms
7,10,40,80,571,60,4048.9759709191258,2100,12749
8,10,40,80,571,60,4048.9759709191258,2100,12800
9,10,40,80,571,60,4048.9759709191258,2100,12715
10,10,40,80,571,60,4048.9759709191258,2100,12803
1,10,40,80,571,80,4062.222739688914,2080,13089
2,10,40,80,571,80,4062.222739688914,2080,12864
3,10,40,80,571,80,4062.222739688914,2080,12789
4,10,40,80,571,80,4062.222739688914,2080,12778
5,10,40,80,571,80,4062.222739688914,2080,12764
6,10,40,80,571,80,4062.222739688914,2080,12806
7,10,40,80,571,80,4062.222739688914,2080,12778
8,10,40,80,571,80,4062.222739688914,2080,12793
9,10,40,80,571,80,4062.222739688914,2080,12800
10,10,40,80,571,80,4062.2152448948545,2080,12810
1,20,4,8,123,5,2804.437500000015,535,3878
2,20,4,8,123,5,2804.437500000015,535,3866
3,20,4,8,123,5,2804.437500000015,535,3872
4,20,4,8,123,5,2804.437500000015,535,3867
5,20,4,8,123,5,2804.437500000015,535,3878
6,20,4,8,123,5,2804.437500000015,535,3879
7,20,4,8,123,5,2804.437500000015,535,3866
8,20,4,8,123,5,2804.437500000015,535,3879
9,20,4,8,123,5,2804.437500000015,535,3899
10,20,4,8,123,5,2804.437500000015,535,3920
1,20,4,8,123,20,4051.761131311866,520,3825
2,20,4,8,123,20,4043.961999141953,520,3836
3,20,4,8,123,20,4051.761131311866,520,3801
4,20,4,8,123,20,4051.761131311866,520,3838
5,20,4,8,123,20,4051.761131311866,520,3849
6,20,4,8,123,20,4051.761131311866,520,3833
7,20,4,8,123,20,4048.3308369234906,520,3854
8,20,4,8,123,20,4051.761131311866,520,3836
9,20,4,8,123,20,4048.3308369234906,520,3870
10,20,4,8,123,20,4051.761131311866,520,3880
1,20,4,8,123,30,4233.969501461282,510,3796
2,20,4,8,123,30,4235.99568225519,510,3817
3,20,4,8,123,30,4234.918714486433,510,3793
4,20,4,8,123,30,4233.242853435226,510,3783
5,20,4,8,123,30,4232.9687136110515,510,3796
6,20,4,8,123,30,4234.429167333897,510,3809
7,20,4,8,123,30,4219.55538453287,510,3799
8,20,4,8,123,30,4231.866801922828,510,3804
9,20,4,8,123,30,4233.969501461282,510,3798
10,20,4,8,123,30,4235.99568225519,510,3808
1,20,4,8,123,40,4335.439417539585,520,3917
2,20,4,8,123,40,4334.263981394566,520,3924
3,20,4,8,123,40,4330.400488796498,520,3923
4,20,4,8,123,40,4336.611024725243,520,3896
5,20,4,8,123,40,4336.611024725243,520,3895
6,20,4,8,123,40,4334.122904744291,520,3906
7,20,4,8,123,40,4336.611024725243,520,3908
8,20,4,8,123,40,4336.611024725243,520,3902
9,20,4,8,123,40,4325.736646193965,520,3894
10,20,4,8,123,40,4333.580947319785,520,3905
1,20,20,40,659,10,3506.6738462320163,2880,21198
2,20,20,40,659,10,3506.6738462320163,2880,21244
3,20,20,40,659,10,3506.6738462320163,2880,21128
4,20,20,40,659,10,3506.6738462320163,2880,21174
5,20,20,40,659,10,3506.6738462320163,2880,21037
6,20,20,40,659,10,3506.6738462320163,2880,21198
7,20,20,40,659,10,3506.6738462320163,2880,21176
8,20,20,40,659,10,3506.6738462320163,2880,21246
9,20,20,40,659,10,3506.6738462320163,2880,21239
10,20,20,40,659,10,3506.6738462320163,2880,21141
1,20,20,40,659,40,4336.611024725243,2880,21623
2,20,20,40,659,40,4336.611024725243,2880,21733
