i,n,b_low,b_high,r,approx,n_calls,time_ms
78,50,1,1,12,1006.0,264,2
79,50,1,1,12,993.0,264,2
80,50,1,1,12,982.0,264,2
81,50,1,1,12,1006.0,264,2
82,50,1,1,12,1006.0,264,2
83,50,1,1,12,993.0,264,3
84,50,1,1,12,993.0,264,3
85,50,1,1,12,1006.0,264,3
86,50,1,1,12,986.0,264,3
87,50,1,1,12,993.0,264,3
88,50,1,1,12,1006.0,264,2
89,50,1,1,12,1006.0,264,2
90,50,1,1,12,991.0,264,2
91,50,1,1,12,1006.0,264,2
92,50,1,1,12,991.0,264,2
93,50,1,1,12,1006.0,264,3
94,50,1,1,12,991.0,264,2
95,50,1,1,12,1006.0,264,2
96,50,1,1,12,1006.0,264,2
97,50,1,1,12,993.0,264,2
98,50,1,1,12,1006.0,264,2
99,50,1,1,12,1006.0,264,2
100,50,1,1,12,959.0,264,2
1,50,1,6,12,1111.0,996,9
2,50,1,6,12,1110.0,996,9
3,50,1,6,12,1111.0,996,9
4,50,1,6,12,1112.0,996,9
5,50,1,6,12,1112.0,996,9
6,50,1,6,12,1111.0,996,9
7,50,1,6,12,1111.0,996,9
8,50,1,6,12,1111.0,996,9
9,50,1,6,12,1111.0,996,9
10,50,1,6,12,1112.0,996,9
11,50,1,6,12,1110.0,996,9
12,50,1,6,12,1112.0,996,9
13,50,1,6,12,1108.0,996,9
14,50,1,6,12,1112.0,996,9
15,50,1,6,12,1112.0,996,9
16,50,1,6,12,1111.0,996,9
17,50,1,6,12,1112.0,996,9
18,50,1,6,12,1112.0,996,9
19,50,1,6,12,1112.0,996,9
20,50,1,6,12,1109.0,996,9
21,50,1,6,12,1111.0,996,9
22,50,1,6,12,1111.0,996,9
23,50,1,6,12,1107.0,996,9
24,50,1,6,12,1111.0,996,9
25,50,1,6,12,1112.0,996,9
26,50,1,6,12,1112.0,996,9
27,50,1,6,12,1108.0,996,9
28,50,1,6,12,1109.0,996,9
29,50,1,6,12,1110.0,996,9
30,50,1,6,12,1111.0,996,9
31,50,1,6,12,1111.0,996,9
32,50,1,6,12,1111.0,996,9
33,50,1,6,12,1112.0,996,9
34,50,1,6,12,1110.0,996,9
35,50,1,6,12,1111.0,996,9
36,50,1,6,12,1111.0,996,9
37,50,1,6,12,1108.0,996,9
38,50,1,6,12,1112.0,996,9
39,50,1,6,12,1112.0,996,9
40,50,1,6,12,1111.0,996,9
41,50,1,6,12,1111.0,996,9
42,50,1,6,12,1111.0,996,9
43,50,1,6,12,1112.0,996,9
44,50,1,6,12,1108.0,996,9
45,50,1,6,12,1111.0,996,9
46,50,1,6,12,1109.0,996,9
47,50,1,6,12,1109.0,996,9
48,50,1,6,12,1111.0,996,9
49,50,1,6,12,1110.0,996,9
50,50,1,6,12,1108.0,996,9
51,50,1,6,12,1111.0,996,8
52,50,1,6,12,1108.0,996,8
53,50,1,6,12,1109.0,996,8
54,50,1,6,12,1111.0,996,8
55,50,1,6,12,1111.0,996,8
56,50,1,6,12,1109.0,996,8
57,50,1,6,12,1110.0,996,8
58,50,1,6,12,1112.0,996,8
59,50,1,6,12,1111.0,996,9
60,50,1,6,12,1109.0,996,8
61,50,1,6,12,1110.0,996,8
62,50,1,6,12,1111.0,996,8
63,50,1,6,12,1108.0,996,8
64,50,1,6,12,1112.0,996,8
65,50,1,6,12,1111.0,996,8
66,50,1,6,12,1112.0,996,8
67,50,1,6,12,1111.0,996,8
68,50,1,6,12,1112.0,996,8
69,50,1,6,12,1112.0,996,8
70,50,1,6,12,1110.0,996,8
71,50,1,6,12,1110.0,996,8
72,50,1,6,12,1110.0,996,8
73,50,1,6,12,1111.0,996,8
74,50,1,6,12,1108.0,996,8
75,50,1,6,12,1111.0,996,8
76,50,1,6,12,1111.0,996,8
77,50,1,6,12,1111.0,996,8
78,50,1,6,12,1111.0,996,8
79,50,1,6,12,1111.0,996,8
80,50,1,6,12,1112.0,996,8
81,50,1,6,12,1110.0,996,8
82,50,1,6,12,1106.0,996,8
83,50,1,6,12,1112.0,996,8
84,50,1,6,12,1110.0,996,8
85,50,1,6,12,1112.0,996,8
86,50,1,6,12,1112.0,996,8
87,50,1,6,12,1108.0,996,8
88,50,1,6,12,1110.0,996,8
89,50,1,6,12,1109.0,996,8
90,50,1,6,12,1111.0,996,8
91,50,1,6,12,1111.0,996,8
92,50,1,6,12,1111.0,996,8
93,50,1,6,12,1111.0,996,8
94,50,1,6,12,1112.0,996,8
95,50,1,6,12,1111.0,996,8
96,50,1,6,12,1110.0,996,8
97,50,1,6,12,1111.0,996,8
98,50,1,6,12,1111.0,996,8
99,50,1,6,12,1112.0,996,8
100,50,1,6,12,1108.0,996,8
1,50,1,1,25,959.0,250,3
2,50,1,1,25,972.0,250,3
3,50,1,1,25,899.0,250,3
4,50,1,1,25,965.0,250,3
5,50,1,1,25,936.0,250,3
6,50,1,1,25,972.0,250,3
7,50,1,1,25,938.0,250,3
8,50,1,1,25,972.0,250,3
9,50,1,1,25,969.0,250,3
10,50,1,1,25,977.0,250,3
11,50,1,1,25,961.0,250,3
12,50,1,1,25,887.0,250,3
13,50,1,1,25,939.0,250,3
14,50,1,1,25,923.0,250,3
15,50,1,1,25,939.0,250,3
16,50,1,1,25,952.0,250,3
17,50,1,1,25,943.0,250,3
18,50,1,1,25,960.0,250,3
19,50,1,1,25,956.0,250,3
20,50,1,1,25,898.0,250,3
21,50,1,1,25,972.0,250,3
22,50,1,1,25,977.0,250,3
23,50,1,1,25,977.0,250,3
24,50,1,1,25,946.0,250,3
25,50,1,1,25,954.0,250,3
26,50,1,1,25,954.0,250,3
27,50,1,1,25,959.0,250,3
28,50,1,1,25,959.0,250,3
29,50,1,1,25,961.0,250,3
30,50,1,1,25,969.0,250,3
31,50,1,1,25,957.0,250,3
32,50,1,1,25,943.0,250,3
33,50,1,1,25,886.0,250,3
34,50,1,1,25,977.0,250,3
35,50,1,1,25,917.0,250,3
36,50,1,1,25,972.0,250,3
37,50,1,1,25,956.0,250,3
38,50,1,1,25,972.0,250,3
39,50,1,1,25,923.0,250,3
40,50,1,1,25,969.0,250,3
41,50,1,1,25,965.0,250,3
42,50,1,1,25,928.0,250,3
43,50,1,1,25,960.0,250,3
44,50,1,1,25,942.0,250,3
45,50,1,1,25,967.0,250,3
46,50,1,1,25,977.0,250,3
47,50,1,1,25,928.0,250,3
48,50,1,1,25,876.0,250,3
49,50,1,1,25,952.0,250,3
50,50,1,1,25,977.0,250,3
51,50,1,1,25,967.0,250,3
52,50,1,1,25,917.0,250,3
53,50,1,1,25,972.0,250,3
54,50,1,1,25,972.0,250,3
55,50,1,1,25,943.0,250,3
56,50,1,1,25,977.0,250,3
57,50,1,1,25,959.0,250,3
58,50,1,1,25,936.0,250,3
59,50,1,1,25,914.0,250,3
60,50,1,1,25,977.0,250,3
61,50,1,1,25,949.0,250,3
62,50,1,1,25,930.0,250,3
63,50,1,1,25,943.0,250,3
64,50,1,1,25,977.0,250,3
65,50,1,1,25,972.0,250,3
66,50,1,1,25,944.0,250,3
67,50,1,1,25,957.0,250,3
68,50,1,1,25,879.0,250,3
69,50,1,1,25,969.0,250,3
70,50,1,1,25,972.0,250,4
71,50,1,1,25,918.0,250,3
72,50,1,1,25,923.0,250,3
73,50,1,1,25,922.0,250,3
74,50,1,1,25,917.0,250,3
75,50,1,1,25,928.0,250,3
76,50,1,1,25,918.0,250,3
77,50,1,1,25,969.0,250,3
78,50,1,1,25,947.0,250,3
79,50,1,1,25,956.0,250,3
80,50,1,1,25,967.0,250,3
81,50,1,1,25,952.0,250,3
82,50,1,1,25,972.0,250,3
83,50,1,1,25,933.0,250,3
84,50,1,1,25,967.0,250,3
85,50,1,1,25,944.0,250,3
86,50,1,1,25,922.0,250,3
87,50,1,1,25,948.0,250,3
88,50,1,1,25,946.0,250,3
89,50,1,1,25,969.0,250,3
90,50,1,1,25,946.0,250,3
91,50,1,1,25,955.0,250,3
92,50,1,1,25,939.0,250,3
93,50,1,1,25,972.0,250,3
94,50,1,1,25,929.0,250,3
95,50,1,1,25,972.0,250,3
96,50,1,1,25,951.0,250,3
97,50,1,1,25,977.0,250,3
98,50,1,1,25,936.0,250,3
99,50,1,1,25,878.0,250,3
100,50,1,1,25,965.0,250,3
1,50,1,4,25,1793.0,650,7
2,50,1,4,25,1796.0,650,7
3,50,1,4,25,1821.0,650,7
4,50,1,4,25,1831.0,650,7
5,50,1,4,25,1802.0,650,7
6,50,1,4,25,1824.0,650,7
7,50,1,4,25,1819.0,650,7
8,50,1,4,25,1819.0,650,7
9,50,1,4,25,1825.0,650,7
10,50,1,4,25,1811.0,650,7
11,50,1,4,25,1824.0,650,7
12,50,1,4,25,1820.0,650,7
13,50,1,4,25,1788.0,650,7
14,50,1,4,25,1775.0,650,7
15,50,1,4,25,1802.0,650,7
16,50,1,4,25,1820.0,650,7
17,50,1,4,25,1798.0,650,7
18,50,1,4,25,1815.0,650,7
19,50,1,4,25,1786.0,650,7
20,50,1,4,25,1803.0,650,7
21,50,1,4,25,1823.0,650,7
22,50,1,4,25,1814.0,650,7
23,50,1,4,25,1797.0,650,7
24,50,1,4,25,1821.0,650,7
25,50,1,4,25,1802.0,650,7
26,50,1,4,25,1813.0,650,7
27,50,1,4,25,1812.0,650,7
28,50,1,4,25,1823.0,650,7
29,50,1,4,25,1781.0,650,7
30,50,1,4,25,1756.0,650,7
31,50,1,4,25,1795.0,650,7
32,50,1,4,25,1820.0,650,7
33,50,1,4,25,1817.0,650,7
34,50,1,4,25,1808.0,650,7
35,50,1,4,25,1813.0,650,7
36,50,1,4,25,1800.0,650,7
37,50,1,4,25,1803.0,650,7
38,50,1,4,25,1785.0,650,7
39,50,1,4,25,1815.0,650,7
40,50,1,4,25,1820.0,650,7
41,50,1,4,25,1791.0,650,7
42,50,1,4,25,1778.0,650,7
43,50,1,4,25,1817.0,650,7
44,50,1,4,25,1782.0,650,7
45,50,1,4,25,1767.0,650,7
46,50,1,4,25,1808.0,650,7
47,50,1,4,25,1794.0,650,7
48,50,1,4,25,1816.0,650,7
49,50,1,4,25,1808.0,650,7
50,50,1,4,25,1813.0,650,7
51,50,1,4,25,1795.0,650,7
52,50,1,4,25,1814.0,650,7
53,50,1,4,25,1831.0,650,7
54,50,1,4,25,1802.0,650,7
55,50,1,4,25,1814.0,650,8
56,50,1,4,25,1820.0,650,7
57,50,1,4,25,1755.0,650,7
58,50,1,4,25,1813.0,650,7
59,50,1,4,25,1793.0,650,7
60,50,1,4,25,1799.0,650,7
61,50,1,4,25,1797.0,650,7
62,50,1,4,25,1787.0,650,7
63,50,1,4,25,1823.0,650,7
64,50,1,4,25,1813.0,650,7
65,50,1,4,25,1815.0,650,7
66,50,1,4,25,1794.0,650,7
67,50,1,4,25,1804.0,650,7
68,50,1,4,25,1794.0,650,7
69,50,1,4,25,1803.0,650,7
70,50,1,4,25,1830.0,650,7
71,50,1,4,25,1785.0,650,7
72,50,1,4,25,1794.0,650,7
73,50,1,4,25,1820.0,650,7
74,50,1,4,25,1808.0,650,7
75,50,1,4,25,1780.0,650,7
76,50,1,4,25,1780.0,650,7
77,50,1,4,25,1824.0,650,7
78,50,1,4,25,1812.0,650,7
79,50,1,4,25,1802.0,650,7
80,50,1,4,25,1790.0,650,7
81,50,1,4,25,1813.0,650,7
82,50,1,4,25,1814.0,650,7
83,50,1,4,25,1781.0,650,7
84,50,1,4,25,1809.0,650,7
85,50,1,4,25,1772.0,650,7
86,50,1,4,25,1820.0,650,7
87,50,1,4,25,1813.0,650,7
88,50,1,4,25,1798.0,650,7
89,50,1,4,25,1816.0,650,7
90,50,1,4,25,1754.0,650,7
91,50,1,4,25,1823.0,650,7
92,50,1,4,25,1804.0,650,7
93,50,1,4,25,1812.0,650,7
94,50,1,4,25,1804.0,650,7
95,50,1,4,25,1762.0,650,7
96,50,1,4,25,1808.0,650,7
97,50,1,4,25,1820.0,650,7
98,50,1,4,25,1809.0,650,7
99,50,1,4,25,1799.0,650,7
100,50,1,4,25,1772.0,650,7
1,50,4,17,25,2260.0,3025,32
2,50,4,17,25,2266.0,3025,31
3,50,4,17,25,2266.0,3025,31
4,50,4,17,25,2260.0,3025,32
5,50,4,17,25,2266.0,3025,31
6,50,4,17,25,2266.0,3025,31
7,50,4,17,25,2260.0,3025,32
8,50,4,17,25,2266.0,3025,32
9,50,4,17,25,2266.0,3025,31
10,50,4,17,25,2265.0,3025,31
11,50,4,17,25,2266.0,3025,31
12,50,4,17,25,2259.0,3025,32
13,50,4,17,25,2266.0,3025,32
14,50,4,17,25,2266.0,3025,32
15,50,4,17,25,2262.0,3025,32
16,50,4,17,25,2266.0,3025,32
17,50,4,17,25,2260.0,3025,32
18,50,4,17,25,2266.0,3025,32
19,50,4,17,25,2265.0,3025,32
20,50,4,17,25,2266.0,3025,31
21,50,4,17,25,2266.0,3025,31
22,50,4,17,25,2266.0,3025,32
23,50,4,17,25,2266.0,3025,32
24,50,4,17,25,2260.0,3025,32
25,50,4,17,25,2266.0,3025,32
26,50,4,17,25,2266.0,3025,32
27,50,4,17,25,2260.0,3025,32
28,50,4,17,25,2265.0,3025,32
29,50,4,17,25,2266.0,3025,32
30,50,4,17,25,2266.0,3025,32
31,50,4,17,25,2265.0,3025,31
32,50,4,17,25,2266.0,3025,32
33,50,4,17,25,2266.0,3025,32
34,50,4,17,25,2266.0,3025,31
35,50,4,17,25,2266.0,3025,31
36,50,4,17,25,2266.0,3025,31
37,50,4,17,25,2266.0,3025,31
38,50,4,17,25,2262.0,3025,32
39,50,4,17,25,2266.0,3025,32
40,50,4,17,25,2266.0,3025,32
41,50,4,17,25,2266.0,3025,32
42,50,4,17,25,2266.0,3025,32
43,50,4,17,25,2266.0,3025,31
44,50,4,17,25,2266.0,3025,31
45,50,4,17,25,2266.0,3025,31
46,50,4,17,25,2266.0,3025,32
47,50,4,17,25,2266.0,3025,32
48,50,4,17,25,2266.0,3025,31
49,50,4,17,25,2266.0,3025,31
50,50,4,17,25,2266.0,3025,31
51,50,4,17,25,2266.0,3025,31
52,50,4,17,25,2260.0,3025,31
53,50,4,17,25,2260.0,3025,31
54,50,4,17,25,2265.0,3025,31
55,50,4,17,25,2262.0,3025,32
56,50,4,17,25,2265.0,3025,32
57,50,4,17,25,2260.0,3025,32
58,50,4,17,25,2266.0,3025,32
59,50,4,17,25,2266.0,3025,32
60,50,4,17,25,2266.0,3025,32
61,50,4,17,25,2266.0,3025,32
62,50,4,17,25,2266.0,3025,32
63,50,4,17,25,2260.0,3025,32
64,50,4,17,25,2260.0,3025,32
65,50,4,17,25,2266.0,3025,32
66,50,4,17,25,2266.0,3025,32
67,50,4,17,25,2265.0,3025,32
68,50,4,17,25,2260.0,3025,32
69,50,4,17,25,2266.0,3025,32
70,50,4,17,25,2265.0,3025,32
71,50,4,17,25,2266.0,3025,32
72,50,4,17,25,2266.0,3025,32
73,50,4,17,25,2265.0,3025,32
74,50,4,17,25,2260.0,3025,32
75,50,4,17,25,2260.0,3025,32
76,50,4,17,25,2265.0,3025,32
77,50,4,17,25,2259.0,3025,32
78,50,4,17,25,2266.0,3025,31
79,50,4,17,25,2260.0,3025,31
80,50,4,17,25,2259.0,3025,32
81,50,4,17,25,2266.0,3025,32
82,50,4,17,25,2266.0,3025,31
83,50,4,17,25,2266.0,3025,31
84,50,4,17,25,2265.0,3025,32
85,50,4,17,25,2266.0,3025,32
86,50,4,17,25,2266.0,3025,32
87,50,4,17,25,2260.0,3025,32
88,50,4,17,25,2266.0,3025,32
89,50,4,17,25,2265.0,3025,32
90,50,4,17,25,2266.0,3025,32
91,50,4,17,25,2260.0,3025,32
92,50,4,17,25,2265.0,3025,32
93,50,4,17,25,2266.0,3025,32
94,50,4,17,25,2265.0,3025,32
95,50,4,17,25,2265.0,3025,32
96,50,4,17,25,2266.0,3025,32
97,50,4,17,25,2259.0,3025,32
98,50,4,17,25,2266.0,3025,32
99,50,4,17,25,2266.0,3025,32
100,50,4,17,25,2266.0,3025,32
1,50,2,8,50,3840.0,1400,22
2,50,2,8,50,3794.0,1400,22
3,50,2,8,50,3804.0,1400,22
4,50,2,8,50,3812.0,1400,22
5,50,2,8,50,3826.0,1400,22
6,50,2,8,50,3850.0,1400,22
7,50,2,8,50,3807.0,1400,22
8,50,2,8,50,3837.0,1400,22
9,50,2,8,50,3798.0,1400,22
10,50,2,8,50,3789.0,1400,22
11,50,2,8,50,3808.0,1400,22
12,50,2,8,50,3839.0,1400,22
13,50,2,8,50,3811.0,1400,22
14,50,2,8,50,3848.0,1400,22
15,50,2,8,50,3777.0,1400,22
16,50,2,8,50,3781.0,1400,22
17,50,2,8,50,3860.0,1400,22
18,50,2,8,50,3823.0,1400,22
19,50,2,8,50,3802.0,1400,22
20,50,2,8,50,3793.0,1400,22
21,50,2,8,50,3815.0,1400,22
22,50,2,8,50,3794.0,1400,22
23,50,2,8,50,3849.0,1400,22
24,50,2,8,50,3793.0,1400,22
25,50,2,8,50,3819.0,1400,22
26,50,2,8,50,3832.0,1400,22
27,50,2,8,50,3811.0,1400,22
28,50,2,8,50,3818.0,1400,22
29,50,2,8,50,3820.0,1400,22
30,50,2,8,50,3828.0,1400,22
31,50,2,8,50,3810.0,1400,23
32,50,2,8,50,3841.0,1400,22
33,50,2,8,50,3830.0,1400,22
34,50,2,8,50,3792.0,1400,22
35,50,2,8,50,3789.0,1400,22
36,50,2,8,50,3834.0,1400,22
37,50,2,8,50,3793.0,1400,22
38,50,2,8,50,3832.0,1400,22
39,50,2,8,50,3826.0,1400,22
40,50,2,8,50,3793.0,1400,22
41,50,2,8,50,3830.0,1400,22
42,50,2,8,50,3817.0,1400,22
43,50,2,8,50,3811.0,1400,22
44,50,2,8,50,3760.0,1400,22
45,50,2,8,50,3836.0,1400,22
46,50,2,8,50,3814.0,1400,22
47,50,2,8,50,3825.0,1400,22
48,50,2,8,50,3817.0,1400,22
49,50,2,8,50,3806.0,1400,22
50,50,2,8,50,3869.0,1400,22
51,50,2,8,50,3849.0,1400,22
52,50,2,8,50,3813.0,1400,22
53,50,2,8,50,3860.0,1400,22
54,50,2,8,50,3808.0,1400,22
55,50,2,8,50,3810.0,1400,22
56,50,2,8,50,3811.0,1400,22
57,50,2,8,50,3808.0,1400,22
58,50,2,8,50,3841.0,1400,22
59,50,2,8,50,3799.0,1400,22
60,50,2,8,50,3834.0,1400,22
61,50,2,8,50,3819.0,1400,22
62,50,2,8,50,3821.0,1400,22
63,50,2,8,50,3849.0,1400,22
64,50,2,8,50,3824.0,1400,22
65,50,2,8,50,3829.0,1400,22
66,50,2,8,50,3815.0,1400,22
67,50,2,8,50,3808.0,1400,22
68,50,2,8,50,3814.0,1400,22
69,50,2,8,50,3771.0,1400,22
70,50,2,8,50,3856.0,1400,22
71,50,2,8,50,3793.0,1400,22
72,50,2,8,50,3805.0,1400,22
73,50,2,8,50,3820.0,1400,22
74,50,2,8,50,3787.0,1400,22
75,50,2,8,50,3830.0,1400,22
76,50,2,8,50,3805.0,1400,22
77,50,2,8,50,3818.0,1400,22
78,50,2,8,50,3790.0,1400,22
79,50,2,8,50,3808.0,1400,22
80,50,2,8,50,3812.0,1400,22
81,50,2,8,50,3801.0,1400,22
82,50,2,8,50,3838.0,1400,22
83,50,2,8,50,3839.0,1400,22
84,50,2,8,50,3849.0,1400,22
85,50,2,8,50,3830.0,1400,22
86,50,2,8,50,3793.0,1400,22
87,50,2,8,50,3805.0,1400,22
88,50,2,8,50,3821.0,1400,22
89,50,2,8,50,3827.0,1400,22
90,50,2,8,50,3817.0,1400,22
91,50,2,8,50,3843.0,1400,22
92,50,2,8,50,3843.0,1400,22
93,50,2,8,50,3796.0,1400,22
94,50,2,8,50,3829.0,1400,22
95,50,2,8,50,3796.0,1400,22
96,50,2,8,50,3821.0,1400,22
97,50,2,8,50,3793.0,1400,22
98,50,2,8,50,3828.0,1400,22
99,50,2,8,50,3825.0,1400,22
100,50,2,8,50,3842.0,1400,22
1,50,8,35,50,4569.0,6000,87
2,50,8,35,50,4566.0,6000,88
3,50,8,35,50,4562.0,6000,87
4,50,8,35,50,4573.0,6000,87
5,50,8,35,50,4582.0,6000,87
6,50,8,35,50,4572.0,6000,87
7,50,8,35,50,4569.0,6000,87
8,50,8,35,50,4567.0,6000,87
9,50,8,35,50,4573.0,6000,88
10,50,8,35,50,4572.0,6000,87
11,50,8,35,50,4571.0,6000,87
12,50,8,35,50,4565.0,6000,88
13,50,8,35,50,4572.0,6000,87
14,50,8,35,50,4564.0,6000,87
15,50,8,35,50,4571.0,6000,87
16,50,8,35,50,4573.0,6000,88
17,50,8,35,50,4570.0,6000,88
18,50,8,35,50,4572.0,6000,88
19,50,8,35,50,4565.0,6000,88
20,50,8,35,50,4573.0,6000,88
21,50,8,35,50,4570.0,6000,88
22,50,8,35,50,4570.0,6000,88
23,50,8,35,50,4562.0,6000,88
24,50,8,35,50,4578.0,6000,88
25,50,8,35,50,4572.0,6000,87
26,50,8,35,50,4570.0,6000,87
27,50,8,35,50,4581.0,6000,88
28,50,8,35,50,4565.0,6000,88
29,50,8,35,50,4563.0,6000,88
30,50,8,35,50,4571.0,6000,88
31,50,8,35,50,4565.0,6000,88
32,50,8,35,50,4581.0,6000,88
33,50,8,35,50,4559.0,6000,88
34,50,8,35,50,4568.0,6000,87
35,50,8,35,50,4581.0,6000,88
36,50,8,35,50,4573.0,6000,87
37,50,8,35,50,4581.0,6000,87
38,50,8,35,50,4580.0,6000,87
39,50,8,35,50,4579.0,6000,87
40,50,8,35,50,4570.0,6000,88
41,50,8,35,50,4564.0,6000,88
42,50,8,35,50,4581.0,6000,88
43,50,8,35,50,4577.0,6000,88
44,50,8,35,50,4576.0,6000,88
45,50,8,35,50,4579.0,6000,87
46,50,8,35,50,4553.0,6000,88
47,50,8,35,50,4573.0,6000,88
48,50,8,35,50,4574.0,6000,88
49,50,8,35,50,4579.0,6000,88
50,50,8,35,50,4575.0,6000,88
51,50,8,35,50,4580.0,6000,88
52,50,8,35,50,4569.0,6000,87
53,50,8,35,50,4572.0,6000,88
54,50,8,35,50,4572.0,6000,87
55,50,8,35,50,4563.0,6000,87
56,50,8,35,50,4563.0,6000,88
57,50,8,35,50,4555.0,6000,87
58,50,8,35,50,4571.0,6000,87
59,50,8,35,50,4579.0,6000,87
60,50,8,35,50,4579.0,6000,87
61,50,8,35,50,4570.0,6000,87
62,50,8,35,50,4580.0,6000,87
63,50,8,35,50,4573.0,6000,87
64,50,8,35,50,4571.0,6000,87
65,50,8,35,50,4554.0,6000,87
66,50,8,35,50,4565.0,6000,87
67,50,8,35,50,4567.0,6000,88
68,50,8,35,50,4581.0,6000,86
69,50,8,35,50,4570.0,6000,87
70,50,8,35,50,4550.0,6000,87
71,50,8,35,50,4560.0,6000,87
72,50,8,35,50,4550.0,6000,87
73,50,8,35,50,4576.0,6000,87
74,50,8,35,50,4557.0,6000,88
75,50,8,35,50,4562.0,6000,87
76,50,8,35,50,4572.0,6000,88
77,50,8,35,50,4566.0,6000,87
78,50,8,35,50,4563.0,6000,88
79,50,8,35,50,4559.0,6000,87
80,50,8,35,50,4579.0,6000,87
81,50,8,35,50,4573.0,6000,87
82,50,8,35,50,4570.0,6000,87
83,50,8,35,50,4554.0,6000,87
84,50,8,35,50,4576.0,6000,87
85,50,8,35,50,4582.0,6000,87
86,50,8,35,50,4570.0,6000,87
87,50,8,35,50,4558.0,6000,87
88,50,8,35,50,4562.0,6000,87
89,50,8,35,50,4563.0,6000,87
90,50,8,35,50,4551.0,6000,87
91,50,8,35,50,4580.0,6000,87
92,50,8,35,50,4580.0,6000,87
93,50,8,35,50,4570.0,6000,87
94,50,8,35,50,4572.0,6000,88
95,50,8,35,50,4559.0,6000,87
96,50,8,35,50,4580.0,6000,88
97,50,8,35,50,4566.0,6000,88
98,50,8,35,50,4564.0,6000,88
99,50,8,35,50,4573.0,6000,87
100,50,8,35,50,4550.0,6000,87
1,50,3,12,75,5674.0,1800,37
2,50,3,12,75,5563.0,1800,37
3,50,3,12,75,5672.0,1800,37
4,50,3,12,75,5683.0,1800,37
5,50,3,12,75,5673.0,1800,37
6,50,3,12,75,5761.0,1800,37
7,50,3,12,75,5725.0,1800,37
8,50,3,12,75,5670.0,1800,37
9,50,3,12,75,5698.0,1800,37
10,50,3,12,75,5698.0,1800,37
11,50,3,12,75,5709.0,1800,37
12,50,3,12,75,5752.0,1800,37
13,50,3,12,75,5736.0,1800,37
14,50,3,12,75,5686.0,1800,37
15,50,3,12,75,5648.0,1800,37
16,50,3,12,75,5573.0,1800,37
17,50,3,12,75,5637.0,1800,37
18,50,3,12,75,5556.0,1800,37
19,50,3,12,75,5639.0,1800,37
20,50,3,12,75,5721.0,1800,37
21,50,3,12,75,5629.0,1800,37
22,50,3,12,75,5725.0,1800,37
23,50,3,12,75,5658.0,1800,37
24,50,3,12,75,5619.0,1800,37
25,50,3,12,75,5724.0,1800,37
