i,n,b_low,b_high,r,approx,n_calls,time_ms
36,375,9,36,187,15438.0,1746,58
37,375,9,36,187,16448.0,1961,64
38,375,9,36,187,16735.0,1984,65
39,375,9,36,187,16045.0,1965,65
40,375,9,36,187,16581.0,1908,63
41,375,9,36,187,16799.0,2110,70
42,375,9,36,187,14289.0,1849,61
43,375,9,36,187,14986.0,2030,67
44,375,9,36,187,15288.0,1875,63
45,375,9,36,187,17088.0,2112,70
46,375,9,36,187,16404.0,1937,65
47,375,9,36,187,15695.0,2043,68
48,375,9,36,187,17215.0,1911,63
49,375,9,36,187,16573.0,2042,68
50,375,9,36,187,15721.0,1839,61
51,375,9,36,187,15626.0,2048,67
52,375,9,36,187,16119.0,1942,64
53,375,9,36,187,17437.0,2084,69
54,375,9,36,187,15445.0,2152,71
55,375,9,36,187,15565.0,2012,66
56,375,9,36,187,14941.0,1935,64
57,375,9,36,187,15943.0,2037,67
58,375,9,36,187,14819.0,2109,70
59,375,9,36,187,16279.0,1874,62
60,375,9,36,187,16624.0,1841,61
61,375,9,36,187,17331.0,2039,67
62,375,9,36,187,15063.0,2014,67
63,375,9,36,187,14877.0,1992,66
64,375,9,36,187,16875.0,1974,65
65,375,9,36,187,17229.0,2138,71
66,375,9,36,187,17201.0,1971,65
67,375,9,36,187,16478.0,2051,68
68,375,9,36,187,15835.0,2007,66
69,375,9,36,187,16723.0,2145,71
70,375,9,36,187,16044.0,2116,70
71,375,9,36,187,16613.0,2023,67
72,375,9,36,187,16203.0,1984,65
73,375,9,36,187,16603.0,2034,67
74,375,9,36,187,16997.0,1959,65
75,375,9,36,187,15676.0,2044,67
76,375,9,36,187,16190.0,2033,67
77,375,9,36,187,15592.0,1915,63
78,375,9,36,187,16385.0,1973,65
79,375,9,36,187,16463.0,1921,63
80,375,9,36,187,16283.0,1968,65
81,375,9,36,187,16626.0,1879,62
82,375,9,36,187,17511.0,1996,64
83,375,9,36,187,15727.0,1937,64
84,375,9,36,187,16270.0,2160,71
85,375,9,36,187,16330.0,2107,69
86,375,9,36,187,16224.0,2071,66
87,375,9,36,187,16780.0,1973,64
88,375,9,36,187,16464.0,1944,63
89,375,9,36,187,16411.0,1794,58
90,375,9,36,187,15264.0,2125,69
91,375,9,36,187,16025.0,1938,64
92,375,9,36,187,16467.0,1993,66
93,375,9,36,187,15967.0,1913,63
94,375,9,36,187,16166.0,1995,66
95,375,9,36,187,16781.0,2141,71
96,375,9,36,187,13776.0,1940,64
97,375,9,36,187,15962.0,2126,70
98,375,9,36,187,16400.0,1881,62
99,375,9,36,187,17376.0,1856,61
100,375,9,36,187,15584.0,1827,60
1,375,34,137,187,17504.0,2360,78
2,375,34,137,187,16890.0,2117,70
3,375,34,137,187,16184.0,2090,69
4,375,34,137,187,16970.0,2393,79
5,375,34,137,187,15463.0,1955,64
6,375,34,137,187,17618.0,1931,64
7,375,34,137,187,16526.0,2148,71
8,375,34,137,187,15979.0,2076,68
9,375,34,137,187,17298.0,2320,76
10,375,34,137,187,16286.0,1873,62
11,375,34,137,187,17618.0,2134,70
12,375,34,137,187,17138.0,2019,67
13,375,34,137,187,16291.0,2135,70
14,375,34,137,187,17292.0,2160,72
15,375,34,137,187,17250.0,2573,85
16,375,34,137,187,17942.0,2034,67
17,375,34,137,187,15518.0,1952,65
18,375,34,137,187,17883.0,1983,66
19,375,34,137,187,18176.0,1945,65
20,375,34,137,187,18433.0,2048,68
21,375,34,137,187,17942.0,1950,65
22,375,34,137,187,17070.0,2222,73
23,375,34,137,187,15309.0,2117,70
24,375,34,137,187,14874.0,2133,71
25,375,34,137,187,15828.0,1986,65
26,375,34,137,187,18026.0,2056,68
27,375,34,137,187,15661.0,2115,70
28,375,34,137,187,15328.0,2041,68
29,375,34,137,187,17578.0,2237,74
30,375,34,137,187,16758.0,2051,67
31,375,34,137,187,16896.0,2232,74
32,375,34,137,187,18176.0,2009,65
33,375,34,137,187,15912.0,1969,65
34,375,34,137,187,15912.0,2058,68
35,375,34,137,187,17578.0,2201,73
36,375,34,137,187,14134.0,1990,66
37,375,34,137,187,17134.0,2188,72
38,375,34,137,187,16967.0,2202,73
39,375,34,137,187,17570.0,2299,76
40,375,34,137,187,16565.0,2265,75
41,375,34,137,187,17658.0,2412,80
42,375,34,137,187,16108.0,2030,67
43,375,34,137,187,16443.0,2247,74
44,375,34,137,187,15640.0,2105,69
45,375,34,137,187,18326.0,2036,67
46,375,34,137,187,17111.0,2093,69
47,375,34,137,187,15063.0,1969,65
48,375,34,137,187,16830.0,2076,68
49,375,34,137,187,17653.0,2181,72
50,375,34,137,187,16597.0,2263,75
51,375,34,137,187,15776.0,1955,65
52,375,34,137,187,13859.0,1977,65
53,375,34,137,187,16892.0,2059,68
54,375,34,137,187,17942.0,2090,69
55,375,34,137,187,17779.0,2004,66
56,375,34,137,187,18002.0,2446,80
57,375,34,137,187,14452.0,2176,72
58,375,34,137,187,17633.0,2177,72
59,375,34,137,187,17422.0,2003,66
60,375,34,137,187,17824.0,1945,64
61,375,34,137,187,11283.0,1968,65
62,375,34,137,187,15657.0,2202,72
63,375,34,137,187,15138.0,2061,68
64,375,34,137,187,18193.0,2137,70
65,375,34,137,187,16161.0,2063,68
66,375,34,137,187,14744.0,2503,83
67,375,34,137,187,17607.0,2410,79
68,375,34,137,187,15585.0,2092,69
69,375,34,137,187,16541.0,2168,72
70,375,34,137,187,14390.0,1893,62
71,375,34,137,187,14960.0,2183,72
72,375,34,137,187,16878.0,2158,71
73,375,34,137,187,13584.0,1980,65
74,375,34,137,187,17130.0,2044,68
75,375,34,137,187,15470.0,1790,59
76,375,34,137,187,16529.0,2014,67
77,375,34,137,187,15278.0,2058,68
78,375,34,137,187,18193.0,2281,75
79,375,34,137,187,15098.0,1875,62
80,375,34,137,187,17588.0,1998,66
81,375,34,137,187,17116.0,2166,71
82,375,34,137,187,16291.0,1883,62
83,375,34,137,187,17788.0,2178,72
84,375,34,137,187,17578.0,2052,67
85,375,34,137,187,15593.0,1854,61
86,375,34,137,187,16598.0,1950,64
87,375,34,137,187,16497.0,2014,66
88,375,34,137,187,16026.0,1871,61
89,375,34,137,187,18226.0,1820,60
90,375,34,137,187,15056.0,2048,67
91,375,34,137,187,16080.0,2273,75
92,375,34,137,187,15280.0,2174,72
93,375,34,137,187,16691.0,2296,75
94,375,34,137,187,15480.0,2119,69
95,375,34,137,187,13552.0,1934,63
96,375,34,137,187,15704.0,2042,67
97,375,34,137,187,15942.0,2237,73
98,375,34,137,187,16130.0,2052,67
99,375,34,137,187,16533.0,1951,64
100,375,34,137,187,14047.0,1922,63
1,375,18,72,375,29299.0,2325,77
2,375,18,72,375,27615.0,1899,62
3,375,18,72,375,24985.0,2057,67
4,375,18,72,375,31823.0,2251,74
5,375,18,72,375,32425.0,2329,76
6,375,18,72,375,29430.0,2141,70
7,375,18,72,375,27692.0,2398,79
8,375,18,72,375,27291.0,2033,67
9,375,18,72,375,26418.0,2182,71
10,375,18,72,375,31685.0,2285,74
11,375,18,72,375,28847.0,1842,60
12,375,18,72,375,29844.0,2212,73
13,375,18,72,375,29325.0,2173,71
14,375,18,72,375,25973.0,1970,65
15,375,18,72,375,27892.0,2117,69
16,375,18,72,375,25855.0,2005,66
17,375,18,72,375,28250.0,2137,71
18,375,18,72,375,27681.0,1821,60
19,375,18,72,375,30902.0,2521,85
20,375,18,72,375,27877.0,2257,75
21,375,18,72,375,28000.0,2129,71
22,375,18,72,375,29065.0,2071,68
23,375,18,72,375,25496.0,2402,79
24,375,18,72,375,30497.0,2136,70
25,375,18,72,375,28288.0,2268,74
26,375,18,72,375,30150.0,2249,74
27,375,18,72,375,28395.0,2111,68
28,375,18,72,375,27270.0,2078,68
29,375,18,72,375,28248.0,2244,73
30,375,18,72,375,24608.0,2168,70
31,375,18,72,375,27604.0,2083,68
32,375,18,72,375,25584.0,2031,67
33,375,18,72,375,26714.0,2017,66
34,375,18,72,375,33487.0,2547,84
35,375,18,72,375,30865.0,2161,72
36,375,18,72,375,30603.0,2173,71
37,375,18,72,375,32827.0,2360,78
38,375,18,72,375,29773.0,2336,77
39,375,18,72,375,27714.0,2305,75
40,375,18,72,375,29151.0,2170,71
41,375,18,72,375,30128.0,2246,73
42,375,18,72,375,28850.0,2095,67
43,375,18,72,375,32571.0,2444,80
44,375,18,72,375,26573.0,2302,75
45,375,18,72,375,28300.0,2344,76
46,375,18,72,375,31058.0,2331,76
47,375,18,72,375,28016.0,2250,73
48,375,18,72,375,23392.0,1839,60
49,375,18,72,375,29365.0,2236,72
50,375,18,72,375,28607.0,2293,73
51,375,18,72,375,33636.0,2170,69
52,375,18,72,375,26586.0,1904,61
53,375,18,72,375,26112.0,2034,65
54,375,18,72,375,27923.0,1946,63
55,375,18,72,375,31078.0,2147,71
56,375,18,72,375,29478.0,2052,67
57,375,18,72,375,29723.0,2150,71
58,375,18,72,375,29777.0,2234,73
59,375,18,72,375,27361.0,1912,63
60,375,18,72,375,27553.0,2038,67
61,375,18,72,375,30321.0,2366,78
62,375,18,72,375,26935.0,2139,70
63,375,18,72,375,24227.0,2157,71
64,375,18,72,375,27610.0,2129,70
65,375,18,72,375,29369.0,2110,69
66,375,18,72,375,30503.0,2008,65
67,375,18,72,375,28469.0,2240,73
68,375,18,72,375,30605.0,2219,73
69,375,18,72,375,30729.0,2205,72
70,375,18,72,375,25933.0,2059,68
71,375,18,72,375,28012.0,2143,70
72,375,18,72,375,26831.0,2204,72
73,375,18,72,375,30264.0,2180,71
74,375,18,72,375,28480.0,2315,75
75,375,18,72,375,24723.0,2017,66
76,375,18,72,375,30255.0,2118,69
77,375,18,72,375,29345.0,1818,60
78,375,18,72,375,27279.0,2038,67
79,375,18,72,375,26819.0,1990,65
80,375,18,72,375,29223.0,2073,68
81,375,18,72,375,28895.0,2206,72
82,375,18,72,375,27943.0,2242,73
83,375,18,72,375,28180.0,2188,72
84,375,18,72,375,29602.0,1987,65
85,375,18,72,375,30096.0,2151,71
86,375,18,72,375,30249.0,2355,78
87,375,18,72,375,29760.0,2212,73
88,375,18,72,375,27012.0,1990,66
89,375,18,72,375,29226.0,2079,68
90,375,18,72,375,29697.0,2082,69
91,375,18,72,375,29050.0,2219,73
92,375,18,72,375,33666.0,2086,67
93,375,18,72,375,28547.0,2212,73
94,375,18,72,375,29263.0,2365,77
95,375,18,72,375,30549.0,2148,71
96,375,18,72,375,28153.0,2301,75
97,375,18,72,375,26925.0,2139,68
98,375,18,72,375,29372.0,2308,76
99,375,18,72,375,28687.0,2065,68
100,375,18,72,375,28639.0,2183,71
1,375,69,276,375,29293.0,2468,81
2,375,69,276,375,35674.0,1973,65
3,375,69,276,375,31140.0,2647,87
4,375,69,276,375,32985.0,2134,70
5,375,69,276,375,32131.0,1966,65
6,375,69,276,375,36787.0,2259,74
7,375,69,276,375,23169.0,2659,88
8,375,69,276,375,34742.0,2240,74
9,375,69,276,375,30640.0,2223,73
10,375,69,276,375,24543.0,2526,83
11,375,69,276,375,27765.0,2078,68
12,375,69,276,375,24459.0,2170,71
13,375,69,276,375,28646.0,2639,87
14,375,69,276,375,30252.0,2103,69
15,375,69,276,375,29415.0,2303,75
16,375,69,276,375,33875.0,2144,70
17,375,69,276,375,32315.0,2526,82
18,375,69,276,375,33096.0,1941,63
19,375,69,276,375,34275.0,2361,77
20,375,69,276,375,31536.0,2322,76
21,375,69,276,375,34149.0,2679,88
22,375,69,276,375,29290.0,2306,75
23,375,69,276,375,22840.0,1950,63
24,375,69,276,375,36134.0,2048,66
25,375,69,276,375,28715.0,2444,79
26,375,69,276,375,28449.0,2080,68
27,375,69,276,375,32396.0,2037,65
28,375,69,276,375,33068.0,2104,68
29,375,69,276,375,26304.0,2003,65
30,375,69,276,375,29260.0,2233,73
31,375,69,276,375,32660.0,2241,73
32,375,69,276,375,30818.0,2092,68
33,375,69,276,375,34492.0,2048,65
34,375,69,276,375,34947.0,2387,76
35,375,69,276,375,33766.0,1981,64
36,375,69,276,375,36216.0,2449,80
37,375,69,276,375,31630.0,1911,62
38,375,69,276,375,32097.0,2038,67
39,375,69,276,375,34500.0,2356,77
40,375,69,276,375,31417.0,2268,74
41,375,69,276,375,32097.0,2015,66
42,375,69,276,375,20396.0,2282,75
43,375,69,276,375,30287.0,2339,77
44,375,69,276,375,28928.0,2189,71
45,375,69,276,375,27465.0,2286,74
46,375,69,276,375,30745.0,2125,70
47,375,69,276,375,30948.0,2331,76
48,375,69,276,375,27535.0,1953,63
49,375,69,276,375,35088.0,2223,72
50,375,69,276,375,34035.0,2244,72
51,375,69,276,375,29764.0,2315,76
52,375,69,276,375,36685.0,2228,73
53,375,69,276,375,32980.0,2576,83
54,375,69,276,375,31250.0,2269,74
55,375,69,276,375,26930.0,2333,75
56,375,69,276,375,31380.0,2243,74
57,375,69,276,375,29750.0,2198,72
58,375,69,276,375,33441.0,2229,73
59,375,69,276,375,33189.0,2330,75
60,375,69,276,375,22299.0,1874,60
61,375,69,276,375,27550.0,2099,69
62,375,69,276,375,30822.0,2449,80
63,375,69,276,375,36245.0,2100,69
64,375,69,276,375,30824.0,2458,81
65,375,69,276,375,23794.0,1977,64
66,375,69,276,375,31520.0,2268,75
67,375,69,276,375,22753.0,2112,70
68,375,69,276,375,28875.0,2427,80
69,375,69,276,375,33705.0,2222,73
70,375,69,276,375,28716.0,1962,65
71,375,69,276,375,30321.0,2037,67
72,375,69,276,375,26572.0,2204,72
73,375,69,276,375,36693.0,2281,75
74,375,69,276,375,33321.0,2083,68
75,375,69,276,375,34984.0,2206,72
76,375,69,276,375,34092.0,2197,72
77,375,69,276,375,31981.0,2312,76
78,375,69,276,375,34397.0,2240,74
79,375,69,276,375,32222.0,2541,83
80,375,69,276,375,29537.0,2269,75
81,375,69,276,375,24570.0,2853,93
82,375,69,276,375,30747.0,2181,71
83,375,69,276,375,34870.0,2343,77
84,375,69,276,375,35262.0,2335,77
85,375,69,276,375,29565.0,2287,76
86,375,69,276,375,28179.0,2016,66
87,375,69,276,375,23104.0,1902,63
88,375,69,276,375,32590.0,2147,71
89,375,69,276,375,20367.0,1731,57
90,375,69,276,375,36787.0,2118,70
91,375,69,276,375,34125.0,2270,75
92,375,69,276,375,31500.0,2286,75
93,375,69,276,375,34945.0,2334,77
94,375,69,276,375,28830.0,2329,77
95,375,69,276,375,33061.0,2240,73
96,375,69,276,375,30450.0,2222,73
97,375,69,276,375,28594.0,2415,80
98,375,69,276,375,32898.0,2206,73
99,375,69,276,375,32690.0,1982,66
100,375,69,276,375,33000.0,2107,70
1,375,28,112,562,42218.0,1755,59
2,375,28,112,562,44113.0,1732,57
3,375,28,112,562,45634.0,1997,66
4,375,28,112,562,36235.0,1906,63
5,375,28,112,562,40942.0,1801,59
6,375,28,112,562,36569.0,1857,61
7,375,28,112,562,39384.0,1945,64
8,375,28,112,562,42774.0,2031,67
9,375,28,112,562,40662.0,1694,55
10,375,28,112,562,44860.0,1685,55
11,375,28,112,562,38679.0,1712,56
12,375,28,112,562,42813.0,2021,66
13,375,28,112,562,35619.0,1776,58
14,375,28,112,562,35816.0,2055,67
15,375,28,112,562,40181.0,1924,63
16,375,28,112,562,43569.0,1887,62
17,375,28,112,562,47018.0,1811,59
18,375,28,112,562,47434.0,1794,59
19,375,28,112,562,44438.0,1917,63
20,375,28,112,562,40112.0,1948,64
21,375,28,112,562,44126.0,1697,56
22,375,28,112,562,46553.0,2164,71
23,375,28,112,562,43877.0,2186,71
24,375,28,112,562,44602.0,1909,62
25,375,28,112,562,38643.0,1739,57
26,375,28,112,562,41435.0,1898,62
27,375,28,112,562,41651.0,1595,51
28,375,28,112,562,37089.0,1828,60
29,375,28,112,562,43112.0,2158,70
30,375,28,112,562,35428.0,1656,54
31,375,28,112,562,43398.0,1665,55
32,375,28,112,562,50861.0,2211,73
33,375,28,112,562,41687.0,1788,59
34,375,28,112,562,47515.0,1857,61
35,375,28,112,562,46106.0,1910,62
36,375,28,112,562,47316.0,2032,67
37,375,28,112,562,40495.0,2188,71
38,375,28,112,562,41652.0,2046,67
39,375,28,112,562,40823.0,2090,67
40,375,28,112,562,40166.0,1836,60
41,375,28,112,562,39326.0,1866,61
42,375,28,112,562,36879.0,1927,63
43,375,28,112,562,39390.0,1900,61
44,375,28,112,562,44908.0,2047,65
45,375,28,112,562,44160.0,1754,56
46,375,28,112,562,44136.0,1858,61
47,375,28,112,562,41555.0,1812,58
48,375,28,112,562,43352.0,1998,65
49,375,28,112,562,34724.0,1683,55
50,375,28,112,562,42301.0,1902,62
51,375,28,112,562,44376.0,1781,58
52,375,28,112,562,45028.0,1827,60
53,375,28,112,562,41304.0,2092,69
54,375,28,112,562,44582.0,1733,57
55,375,28,112,562,45582.0,1705,56
56,375,28,112,562,41576.0,1830,60
57,375,28,112,562,37482.0,1866,61
58,375,28,112,562,44957.0,1846,61
59,375,28,112,562,38565.0,1592,52
60,375,28,112,562,46284.0,1914,63
61,375,28,112,562,42871.0,2165,71
62,375,28,112,562,45720.0,1768,58
63,375,28,112,562,49299.0,2090,69
64,375,28,112,562,38784.0,2030,67
65,375,28,112,562,44812.0,1890,62
66,375,28,112,562,46966.0,2026,67
67,375,28,112,562,41512.0,2081,68
68,375,28,112,562,42568.0,1886,62
69,375,28,112,562,45809.0,1886,62
70,375,28,112,562,44757.0,2004,66
71,375,28,112,562,39836.0,1886,62
72,375,28,112,562,44364.0,1909,63
73,375,28,112,562,46476.0,1562,52
74,375,28,112,562,46710.0,1804,59
75,375,28,112,562,49999.0,1792,59
76,375,28,112,562,42096.0,2034,67
77,375,28,112,562,41053.0,2094,69
78,375,28,112,562,37143.0,1788,59
79,375,28,112,562,43150.0,2094,69
80,375,28,112,562,42141.0,2137,70
81,375,28,112,562,35218.0,1747,58
82,375,28,112,562,36601.0,1930,63
83,375,28,112,562,36891.0,1864,61
84,375,28,112,562,46599.0,1822,60
85,375,28,112,562,42282.0,1970,65
86,375,28,112,562,44171.0,1829,60
87,375,28,112,562,39918.0,1893,62
88,375,28,112,562,41836.0,1838,60
89,375,28,112,562,46673.0,1684,55
90,375,28,112,562,38818.0,1772,58
91,375,28,112,562,43620.0,1981,65
92,375,28,112,562,42524.0,1712,56
93,375,28,112,562,42911.0,1887,62
94,375,28,112,562,42622.0,1948,63
95,375,28,112,562,43332.0,1796,59
96,375,28,112,562,45391.0,2049,67
97,375,28,112,562,38998.0,1665,55
98,375,28,112,562,38954.0,2089,69
99,375,28,112,562,42908.0,1638,54
100,375,28,112,562,39084.0,2155,71
1,375,104,417,562,45523.0,2095,69
2,375,104,417,562,37045.0,1970,65
3,375,104,417,562,44341.0,1977,65
4,375,104,417,562,39208.0,1857,61
5,375,104,417,562,32549.0,1938,64
6,375,104,417,562,29104.0,1808,60
7,375,104,417,562,48600.0,1699,56
8,375,104,417,562,42607.0,2046,67
9,375,104,417,562,41834.0,1905,63
10,375,104,417,562,45007.0,1655,55
11,375,104,417,562,52986.0,1853,61
12,375,104,417,562,42304.0,1599,53
13,375,104,417,562,28864.0,1983,66
14,375,104,417,562,55235.0,1593,53
15,375,104,417,562,33388.0,1732,57
16,375,104,417,562,35662.0,1788,59
17,375,104,417,562,53032.0,1689,56
18,375,104,417,562,32554.0,2016,67
19,375,104,417,562,51538.0,1883,62
20,375,104,417,562,32828.0,1588,52
21,375,104,417,562,46269.0,2131,70
22,375,104,417,562,36018.0,2035,67
23,375,104,417,562,24103.0,1763,58
24,375,104,417,562,43731.0,2164,72
25,375,104,417,562,32602.0,2419,80
26,375,104,417,562,29466.0,1937,64
27,375,104,417,562,39236.0,1382,46
28,375,104,417,562,50016.0,1626,53
29,375,104,417,562,30756.0,1706,56
30,375,104,417,562,37126.0,2376,78
31,375,104,417,562,25829.0,1540,51
32,375,104,417,562,55004.0,1844,61
33,375,104,417,562,30021.0,1929,64
34,375,104,417,562,49668.0,2008,66
35,375,104,417,562,29468.0,1761,58
36,375,104,417,562,33398.0,1907,63
37,375,104,417,562,46152.0,1939,63
38,375,104,417,562,31547.0,2096,69
39,375,104,417,562,40386.0,2096,69
40,375,104,417,562,44988.0,1988,65
41,375,104,417,562,38616.0,1849,60
42,375,104,417,562,31766.0,1732,57
43,375,104,417,562,33174.0,1565,51
44,375,104,417,562,43201.0,1990,66
45,375,104,417,562,38616.0,1735,57
46,375,104,417,562,34706.0,1531,50
47,375,104,417,562,49566.0,1986,65
48,375,104,417,562,46196.0,1983,64
49,375,104,417,562,50731.0,2120,70
50,375,104,417,562,45501.0,2132,70
51,375,104,417,562,36256.0,1566,51
52,375,104,417,562,50610.0,1989,65
53,375,104,417,562,51546.0,1717,56
54,375,104,417,562,44712.0,2167,71
55,375,104,417,562,32616.0,2196,73
56,375,104,417,562,48159.0,1656,55
57,375,104,417,562,34532.0,1970,65
58,375,104,417,562,33713.0,1838,61
59,375,104,417,562,33716.0,1677,56
60,375,104,417,562,54122.0,2067,68
61,375,104,417,562,45730.0,1852,61
62,375,104,417,562,45155.0,2030,67
63,375,104,417,562,43576.0,1652,54
64,375,104,417,562,45012.0,2231,74
65,375,104,417,562,46592.0,2228,74
66,375,104,417,562,49582.0,1959,64
67,375,104,417,562,51186.0,1824,59
68,375,104,417,562,45888.0,1733,57
69,375,104,417,562,46007.0,1991,65
70,375,104,417,562,48034.0,1689,55
71,375,104,417,562,49214.0,1735,56
72,375,104,417,562,48177.0,2095,68
73,375,104,417,562,38534.0,1819,59
74,375,104,417,562,41310.0,1903,62
75,375,104,417,562,48454.0,1997,65
76,375,104,417,562,40424.0,1829,59
77,375,104,417,562,44014.0,1991,65
78,375,104,417,562,36802.0,1942,64
79,375,104,417,562,42316.0,1810,59
80,375,104,417,562,42684.0,2484,81
81,375,104,417,562,50690.0,1805,59
82,375,104,417,562,32017.0,1878,62
83,375,104,417,562,31936.0,1779,59
84,375,104,417,562,36658.0,1830,60
85,375,104,417,562,42883.0,2216,73
86,375,104,417,562,31828.0,1625,53
87,375,104,417,562,41685.0,2146,70
88,375,104,417,562,28238.0,2138,71
89,375,104,417,562,49616.0,2194,72
90,375,104,417,562,50757.0,2429,80
91,375,104,417,562,45054.0,2022,66
92,375,104,417,562,51666.0,1756,58
93,375,104,417,562,45961.0,2023,66
94,375,104,417,562,37786.0,1563,51
95,375,104,417,562,41708.0,1809,58
96,375,104,417,562,32237.0,1772,58
97,375,104,417,562,31277.0,1797,59
98,375,104,417,562,43602.0,1711,56
99,375,104,417,562,38508.0,1716,56
100,375,104,417,562,45970.0,1764,58
